file_path,metadata
DOE_Orange_Book_Design_Standards.pdf,"{""doc_type"":""regulation"",""agency"":""WA Ecology"",""jurisdiction"":""WA"",""program"":""SRF"",""topic"":[""sewage_works_design"",""contact_information"",""publication_history"",""general"",""collection"",""treatment"",""effluent"",""solids""],""citation"":""40 CFR 122; 40 CFR 123; 40 CFR 133; 40 CFR 136; 40 CFR 258; 40 CFR 35; 40 CFR 503; RCW 90.46.010; RCW 90.48.495; WAC 173-201; WAC 173-219; WAC 173-219-320; WAC 173-219-330; WAC 173-219-340; WAC 173-240-020; WAC 173-240-030; WAC 173-240-035; WAC 173-240-040; WAC 173-240-050; WAC 173-240-060; WAC 173-240-070; WAC 173-240-080; WAC 173-240-090; WAC 173-240-095; WAC 173-245-040; WAC 173-308; WAC 173-308-170; WAC 173-308-180; WAC 173-350; WAC 173-351; WAC 246-290; WAC 246-290-4904; WAC 365-196-415"",""effective_date"":""2008-08-01"",""version"":""from_md"",""is_superseded"":false,""quality"":""gold""}"
WAC_173-221_Discharge_Limits_Domestic_Wastewater.pdf,"{""doc_type"":""regulation"",""agency"":""WA Ecology"",""jurisdiction"":""WA"",""program"":""None"",""topic"":[""discharge_standards_and_effluent_limitations_for_domestic_wastewater_facilities"",""wac_173_221_040_domestic_wastewater_facility_discharge_standards"",""wac_173_221_050_alternative_domestic_wastewater_facility_discharge_standards_and_effluent_limitations"",""wac"",""wac_173_221_010_purpose_and_scope"",""wac_173_221_020_policy"",""wac_173_221_030_definitions""],""citation"":""RCW 90.48.035; WAC 173-220-130; WAC 173-221-010; WAC 173-221-020; WAC 173-221-030; WAC 173-221-040; WAC 173-221-050; WAC 173-221-100"",""effective_date"":""1987-11-12"",""version"":""from_md"",""is_superseded"":false,""quality"":""gold""}"
WAC_173-201A_Water_Quality_Surface_Waters.pdf,"{""doc_type"":""regulation"",""agency"":""WA Ecology"",""jurisdiction"":""WA"",""program"":""None"",""topic"":[""water_quality_standards_for_surface_waters_of_the_state_of_washington"",""part_i_introduction"",""part_ii_designated_uses_and_criteria"",""part_iii_antidegradation"",""part_iv_tools_for_application_of_criteria_and_uses"",""part_v_implementation_of_standards"",""part_vi_use_designations_for_waters_of_the_state"",""disposition_of_sections_formerly_codified_in_this_chapter""],""citation"":""RCW 90.48.035; RCW 90.48.037; RCW 90.48.080; RCW 90.48.120; RCW 90.48.140; RCW 90.48.144; RCW 90.48.160; RCW 90.48.240; RCW 90.48.445; WAC 173-201; WAC 173-220-050; WAC 173-220-060; WAC 246-221-290"",""effective_date"":null,""version"":""from_md"",""is_superseded"":false,""quality"":""gold""}"
2019_DOE_Reclaimed_Water_Facilities_Manual.pdf,"{""doc_type"":""guidance"",""agency"":""WA Ecology"",""jurisdiction"":""WA"",""program"":""SRF"",""topic"":[""the_purple_book"",""1_introduction"",""2_definitions"",""3_regulatory_framework"",""4_water_rights"",""5_the_planning_and_permitting_process"",""541_agricultural_industrial_process_water_reuse_permits"",""542_industrial_process_water_reuse_permits""],""citation"":""RCW\n90.46.150; RCW 36.94.010; RCW 43.20.050; RCW 57.16.010; RCW 90.03.250; RCW 90.03.370; RCW 90.44.400; RCW 90.46.005; RCW 90.46.010; RCW 90.46.050; RCW 90.46.120; RCW 90.46.130; RCW 90.46.150; RCW 90.46.160; RCW 90.48.020; RCW 90.48.110; RCW 90.48.112; RCW 90.58.380; WAC 123-219-240; WAC 172-240; WAC 173-175-020; WAC 173-200; WAC 173-200-090; WAC 173-219; WAC 173-219-010; WAC 173-219-030; WAC 173-219-050; WAC 173-219-070; WAC 173-219-090; WAC 173-219-170; WAC 173-219-180; WAC 173-219-200; WAC 173-219-210; WAC 173-219-220; WAC 173-219-240; WAC 173-219-250; WAC 173-219-260; WAC 173-219-270; WAC 173-219-290; WAC 173-219-300; WAC 173-219-310; WAC 173-219-320; WAC 173-219-330; WAC 173-219-340; WAC 173-219-350; WAC 173-219-360; WAC 173-219-370; WAC 173-219-380; WAC 173-219-390; WAC 173-230-040; WAC 173-240-040; WAC 173-240-050; WAC 173-240-060; WAC 173-240-070; WAC 173-240-090; WAC 173-240-095; WAC 246-272; WAC 246-290; WAC 246-290-020; WAC 246-290-060; WAC 246-290-130; WAC 246-290-135; WAC 246-290-490; WAC 246-291-125; WAC 246-292-010; WAC 246-292-032; WAC 246-292-033; WAC 246-292-034; WAC 246-292-036; WAC 246-292-060; WAC 365-190-100; WAC173-200; WAC173-219-180; WAC173-219-310"",""effective_date"":""2019-02-01"",""version"":""from_md"",""is_superseded"":false,""quality"":""secondary""}"
WAC_173-200_Water_Quality_Groundwater.pdf,"{""doc_type"":""regulation"",""agency"":""WA Ecology"",""jurisdiction"":""WA"",""program"":""None"",""topic"":[""water_quality_standards_for_groundwaters_of_the_state_of_washington"",""wac_173_200_010_introduction"",""wac_173_200_020_definitions"",""wac_173_200_040_criteria"",""wac_173_200_050_enforcement_limit"",""wac_173_200_060_point_of_compliance"",""wac_173_200_080_evaluation"",""wac_173_200_090_special_protection_areas""],""citation"":""RCW 15.58.150; RCW 90.48.035; WAC 173-200-010; WAC 173-200-020; WAC 173-200-030; WAC 173-200-040; WAC 173-200-050; WAC 173-200-060; WAC 173-200-070; WAC 173-200-080; WAC 173-200-090; WAC 173-200-100; WAC 173-304-300; WAC 173-340-720"",""effective_date"":""1990-12-01"",""version"":""from_md"",""is_superseded"":false,""quality"":""gold""}"
WAC_173-240_Wastewater_Submission_Plans.pdf,"{""doc_type"":""regulation"",""agency"":""WA Ecology"",""jurisdiction"":""WA"",""program"":""None"",""topic"":[""submission_of_plans_and_reports_for_construction_of_wastewater_facilities"",""wac_173_240_010_purpose_and_scope"",""wac_173_240_020_definitions"",""wac_173_240_030_submission_of_plans_and_reports"",""wac_173_240_070_plans_and_specifications"",""wac_173_240_075_construction_quality_assurance_plan"",""wac_173_240_080_operation_and_maintenance_manual"",""declaration_of_construction_of_water_pollution_control_facilities""],""citation"":""RCW 90.48.090; RCW 90.48.110; WAC 173-240-010; WAC 173-240-020; WAC 173-240-030; WAC 173-240-035; WAC 173-240-040; WAC 173-240-050; WAC 173-240-060; WAC 173-240-070; WAC 173-240-075; WAC 173-240-080; WAC 173-240-090; WAC 173-240-095; WAC 173-240-100; WAC 173-240-104; WAC 173-240-110; WAC 173-240-120; WAC 173-240-130; WAC 173-240-140; WAC 173-240-150; WAC 173-240-160; WAC 173-240-170; WAC 173-240-180"",""effective_date"":""2000-08-11"",""version"":""from_md"",""is_superseded"":false,""quality"":""gold""}"
RCW_90.46_Reclaimed_Water_Use.pdf,"{""doc_type"":""statute"",""agency"":""WA Ecology"",""jurisdiction"":""WA"",""program"":""None"",""topic"":[""reclaimed_water_use"",""rcw_9046240_plans_reports_specifications_and_proposed_methods_of_operation_and_maintenance_to_be_submitted_to_departments"",""rcw_9046250_violation_of_chapter_notification_immediate_action"",""sections"",""rcw_9046015_rules_coordination_with_department_of_health_consultation_with_advisory_committee"",""rcw_9046020_interim_standards_for_pilot_projects_for_use_of_reclaimed_water""],""citation"":""RCW 36.94.010; RCW 43.05.060; RCW 43.20.230; RCW 43.70.095; RCW 90.03.015; RCW 90.03.250; RCW 90.03.370; RCW 90.46.005; RCW 90.46.010; RCW 90.46.015; RCW 90.46.020; RCW 90.46.030; RCW 90.46.040; RCW 90.46.042; RCW 90.46.044; RCW 90.46.050; RCW 90.46.070; RCW 90.46.072; RCW 90.46.080; RCW 90.46.090; RCW 90.46.100; RCW 90.46.110; RCW 90.46.120; RCW 90.46.130; RCW 90.46.140; RCW 90.46.150; RCW 90.46.160; RCW 90.46.200; RCW 90.46.210; RCW 90.46.220; RCW 90.46.230; RCW 90.46.240; RCW 90.46.250; RCW 90.46.260; RCW 90.46.270; RCW 90.46.280; RCW 90.46.290; RCW 90.58.380"",""effective_date"":""1995-05-11"",""version"":""from_md"",""is_superseded"":false,""quality"":""gold""}"
RCW_90.52_Pollution_Disclosure_Act.pdf,"{""doc_type"":""statute"",""agency"":""WA Ecology"",""jurisdiction"":""WA"",""program"":""None"",""topic"":[""pollution_disclosure_act_of_1971"",""sections"",""rcw_9052005_environmental_excellence_program_agreements_effect_on_chapter"",""rcw_9052010_annual_reports_required_contents_critical_materials_designated"",""rcw_9052020_confidentiality_as_to_manufacturing_processes""],""citation"":""RCW 90.48.144; RCW 90.52.005; RCW 90.52.010; RCW 90.52.020; RCW 90.52.030; RCW 90.52.040; RCW 90.52.900; RCW 90.54.020"",""effective_date"":""1971-01-01"",""version"":""from_md"",""is_superseded"":false,""quality"":""gold""}"
RCW_90.54_Water_Resources_Act_1971.pdf,"{""doc_type"":""statute"",""agency"":""WA Ecology"",""jurisdiction"":""WA"",""program"":""None"",""topic"":[""water_resources_act_of_1971"",""rcw_9054010_purpose"",""rcw_9054110_authority_to_secure_and_obtain_benefits_including_grants"",""rcw_9054120_department_utilize_and_utilization_defined"",""rcw_9054130_land_use_management_policy_modifications_advisory_recommendations"",""rcw_9054140_protection_of_groundwater_aquifers_if_sole_drinking_water_source"",""rcw_9054150_water_supply_projects_cooperation_with_other_agencies_scope_of_participation"",""sections""],""citation"":""RCW 34.05.240; RCW 35.92.010; RCW 43.20.230; RCW 90.03.015; RCW 90.03.245; RCW 90.42.005; RCW 90.46.005; RCW 90.54.005; RCW 90.54.010; RCW 90.54.020; RCW 90.54.030; RCW 90.54.035; RCW 90.54.040; RCW 90.54.045; RCW 90.54.050; RCW 90.54.060; RCW 90.54.080; RCW 90.54.090; RCW 90.54.100; RCW 90.54.110; RCW 90.54.120; RCW 90.54.130; RCW 90.54.140; RCW 90.54.150; RCW 90.54.160; RCW 90.54.170; RCW 90.54.180; RCW 90.54.191; RCW 90.54.210; RCW 90.54.800; RCW 90.54.900; RCW 90.54.910; RCW 90.54.920; WAC 173-518-080; WAC 173-563-015"",""effective_date"":""1991-07-01"",""version"":""from_md"",""is_superseded"":false,""quality"":""gold""}"
AWWA_PPWTF_Infiltration_Inflow_Analysis.pdf,"{""doc_type"":""spec"",""agency"":""WA Ecology"",""jurisdiction"":""WA"",""program"":""None"",""topic"":[""picnic_point_wastewater_treatment_facility"",""tables"",""figures"",""abbreviations"",""compliance_with_ecology_infiltration_and_inflow_criteria"",""12_wastewater_treatment_capacity"",""13_wastewater_flow_terms"",""2_treatment_facility_description_and_background""],""citation"":"""",""effective_date"":""2023-05-26"",""version"":""from_md"",""is_superseded"":false,""quality"":""secondary""}"
RCW_36.70A_Growth_Management_Act.pdf,"{""doc_type"":""statute"",""agency"":""WA Ecology"",""jurisdiction"":""WA"",""program"":""None"",""topic"":[""growth_management_planning_by_selected_counties_and_cities"",""subdivision_and_short_subdivision_requirements_rcw_5817060_5817110"",""rcw_3670a070_comprehensive_plans_mandatory_elements"",""rcw_3670a097_climate_change_and_resiliency_planning_timeline_funding__expires_july_31_2025_"",""rcw_3670a100_comprehensive_plans_must_be_coordinated"",""rcw_3670a103_state_agencies_required_to_comply_with_comprehensive_plans"",""rcw_3670a131_mineral_resource_lands_review_of_related_designations_and_development_regulations"",""explanatory_statement_2023_c_470""],""citation"":""RCW 10.99.030; RCW 19.27.097; RCW 19.27.540; RCW 34.05.310; RCW 34.05.455; RCW 34.05.514; RCW 34.05.530; RCW 35.58.279; RCW 35.77.010; RCW 36.01.290; RCW 36.70.547; RCW 36.79.150; RCW 36.81.121; RCW 42.30.020; RCW 43.01.036; RCW 43.03.040; RCW 43.03.050; RCW 43.17.250; RCW 43.20.050; RCW 43.31.605; RCW 43.31.970; RCW 43.41.455; RCW 43.62.035; RCW 47.01.071; RCW 47.05.030; RCW 47.06.140; RCW 47.26.084; RCW 47.30.005; RCW 47.80.090; RCW 58.17.060; RCW 58.17.095; RCW 58.17.100; RCW 64.90.485; RCW 66.08.190; RCW 71.09.020; RCW 71.09.250; RCW 71.09.341; RCW 72.05.020; RCW 76.09.010; RCW 76.09.020; RCW 76.09.040; RCW 76.09.240; RCW 77.55.011; RCW 77.55.181; RCW 80.80.020; RCW 82.02.020; RCW 82.02.050; RCW 82.08.170; RCW 82.38.010; RCW 82.46.030; RCW 84.33.100; RCW 84.33.120; RCW 86.12.200; RCW 89.08.030; RCW 89.08.450; RCW 89.08.460; RCW 90.44.050; RCW 90.56.010; RCW 90.58.020; RCW 90.58.030; RCW 90.58.060; RCW 90.58.065; RCW 90.58.080; RCW 90.58.090; RCW 90.58.380; RCW 90.94.010; RCW 90.94.900; WAC 173-158-040"",""effective_date"":""2005-05-12"",""version"":""from_md"",""is_superseded"":false,""quality"":""gold""}"
WAC_173-240-050_Engineering_Reports.pdf,"{""doc_type"":""regulation"",""agency"":""WA Ecology"",""jurisdiction"":""WA"",""program"":""None"",""topic"":[""design""],""citation"":""RCW 90.48.110; WAC 173-240-050"",""effective_date"":""2000-08-11"",""version"":""from_md"",""is_superseded"":false,""quality"":""gold""}"
RCW_43.21C_State_Environmental_Policy_Act.pdf,"{""doc_type"":""statute"",""agency"":""WA Ecology"",""jurisdiction"":""WA"",""program"":""None"",""topic"":[""state_environmental_policy"",""rcw_4321c030_guidelines_for_state_agencies_local_governments_statements_reports_advice_information"",""rcw_4321c0301_decisions_not_subject_to_rcw_4321c030"",""rcw_4321c031_significant_impacts"",""rcw_4321c039_metals_mining_and_milling_operations_environmental_impact_statements_required"",""rcw_4321c040_examination_of_laws_regulations_policies_by_state_agencies_and_local_authorities_report_of_deficiencies_and_corrective_measures"",""rcw_4321c050_specific_statutory_obligations_not_affected"",""rcw_4321c060_chapter_supplementary_conditioning_or_denial_of_governmental_action""],""citation"":""RCW 19.27.540; RCW 34.05.538; RCW 35.02.015; RCW 36.93.100; RCW 36.93.170; RCW 42.56.300; RCW 43.06.210; RCW 43.70.600; RCW 47.04.010; RCW 47.80.090; RCW 76.09.040; RCW 76.09.050; RCW 76.09.055; RCW 76.09.070; RCW 76.13.120; RCW 77.12.020; RCW 77.55.011; RCW 77.55.100; RCW 77.55.181; RCW 77.55.480; RCW 77.85.180; RCW 78.56.040; RCW 78.56.050; RCW 78.56.901; RCW 80.50.020; RCW 80.50.030; RCW 80.50.300; RCW 82.02.050; RCW 89.08.460; RCW 90.03.250; RCW 90.58.090; RCW 90.58.180"",""effective_date"":""1983-04-23"",""version"":""from_md"",""is_superseded"":false,""quality"":""gold""}"
WAC_173-308_Biosolids_Management.pdf,"{""doc_type"":""regulation"",""agency"":""WA Ecology"",""jurisdiction"":""WA"",""program"":""None"",""topic"":[""biosolids_management"",""wac_173_308_030_relationship_to_other_laws_regulations_and_ordinances"",""wac_173_308_040_direct_enforceability"",""wac_173_308_041_enforcement"",""wac_173_308_140_biosolids_sampling_and_analytical_methods"",""wac_173_308_150_frequency_of_biosolids_monitoring"",""wac_173_308_170_pathogen_reduction"",""wac_173_308_270_septage_applied_to_the_land""],""citation"":""RCW 90.48.020; WAC 173-201; WAC 173-308-005; WAC 173-308-010; WAC 173-308-020; WAC 173-308-030; WAC 173-308-040; WAC 173-308-041; WAC 173-308-042; WAC 173-308-050; WAC 173-308-060; WAC 173-308-080; WAC 173-308-090; WAC 173-308-100; WAC 173-308-110; WAC 173-308-120; WAC 173-308-130; WAC 173-308-140; WAC 173-308-150; WAC 173-308-160; WAC 173-308-170; WAC 173-308-180; WAC 173-308-190; WAC 173-308-191; WAC 173-308-192; WAC 173-308-193; WAC 173-308-200; WAC 173-308-205; WAC 173-308-210; WAC 173-308-250; WAC 173-308-260; WAC 173-308-270; WAC 173-308-275; WAC 173-308-280; WAC 173-308-290; WAC 173-308-295; WAC 173-308-300; WAC 173-308-310; WAC 173-308-320; WAC 173-308-900; WAC 173-308-90001; WAC 173-308-90002; WAC 173-308-90003; WAC 173-308-90004; WAC 173-308-90005"",""effective_date"":""2007-06-24"",""version"":""from_md"",""is_superseded"":false,""quality"":""gold""}"
